OTP-2	2025-08-25T22:50:27+00:00 (25237.95170037)	515	27378	1 month ago
OTP-2	2025-08-25T14:56:05+00:00 (25237.62228046)	515	27378	1 month ago
OTP-2	2025-08-24T23:07:21+00:00 (25236.96343719)	515	27377	1 month ago
OTP-2	2025-08-24T12:03:14+00:00 (25236.50224446)	515	27376	1 month ago
OTP-2	2025-08-20T16:20:27+00:00 (25232.68086582)	516	27372	1 month ago
OTP-2	2025-08-20T14:45:34+00:00 (25232.61497906)	516	27372	1 month ago
OTP-2	2025-08-20T03:41:26+00:00 (25232.15376992)	516	27372	1 month ago
OTP-2	2025-08-19T16:37:17+00:00 (25231.69255963)	517	27372	1 month ago
OTP-2	2025-08-19T15:02:24+00:00 (25231.62667221)	517	27372	1 month ago
OTP-2	2025-08-18T23:13:38+00:00 (25230.96779586)	517	27371	1 month ago
OTP-2	2025-08-18T20:03:52+00:00 (25230.83602016)	517	27371	1 month ago
OTP-2	2025-08-18T10:34:36+00:00 (25230.44069244)	517	27371	1 month ago
OTP-2	2025-08-17T15:36:03+00:00 (25229.65003265)	517	27370	1 month ago
OTP-2	2025-08-17T10:51:25+00:00 (25229.45236709)	517	27370	1 month ago
